runId,algorithmName,inputSize,timeNs,memoryKb,dateRun
1070,SelectionSort,100,30966,508,2026-08-18
1071,MergeSort,500,99533,509,2026-08-18
1072,QuickSort,500,68800,509,2026-08-18
1073,InsertionSort,500,75233,509,2026-08-18
1074,SelectionSort,500,214466,509,2026-08-18
1075,MergeSort,1000,217466,511,2026-08-18
1076,QuickSort,1000,125100,511,2026-08-18
1077,InsertionSort,1000,199200,511,2026-08-18
1078,SelectionSort,1000,470466,511,2026-08-18
1079,MergeSort,5000,1019200,527,2026-08-18
1080,QuickSort,5000,608800,527,2026-08-18
1081,InsertionSort,5000,4476233,527,2026-08-18
1082,SelectionSort,5000,23857566,527,2026-08-18
1083,MergeSort,10000,1894100,1055,2026-08-18
1084,QuickSort,10000,1083900,546,2026-08-18
1085,InsertionSort,10000,16996833,546,2026-08-18
1086,SelectionSort,10000,54035166,546,2026-08-18
1087,LinearSearch,100,11100,0,2026-08-18
1088,BinarySearch,100,18500,0,2026-08-18
1089,LinearSearch,500,14133,0,2026-08-18
1090,BinarySearch,500,10633,0,2026-08-18
1091,LinearSearch,1000,23533,0,2026-08-18
1092,BinarySearch,1000,10266,0,2026-08-18
1093,LinearSearch,5000,32100,0,2026-08-18
1094,BinarySearch,5000,10800,0,2026-08-18
1095,LinearSearch,10000,24133,0,2026-08-18
1096,BinarySearch,10000,12666,0,2026-08-18
1097,HashTable_Insert,100,31000,507,2026-08-18
1098,HashTable_Search,100,8666,0,2026-08-18
1099,HashTable_Insert,500,44600,507,2026-08-18
1100,HashTable_Search,500,14466,0,2026-08-18
1101,HashTable_Insert,1000,80166,507,2026-08-18
1102,HashTable_Search,1000,34666,0,2026-08-18
1103,HashTable_Insert,5000,223333,512,2026-08-18
1104,HashTable_Search,5000,79866,0,2026-08-18
1105,HashTable_Insert,10000,446666,1093,2026-08-18
1106,HashTable_Search,10000,128033,0,2026-08-18
1107,HashTable_Insert,20000,1267400,1800,2026-08-18
1108,HashTable_Search,20000,406200,0,2026-08-18
1109,BST_Insert,100,28700,495,2026-08-18
1110,RedBlackTree_Insert,100,53633,507,2026-08-18
1111,BST_Search,100,30466,0,2026-08-18
1112,RedBlackTree_Search,100,16833,0,2026-08-18
1113,BST_Insert,500,78066,507,2026-08-18
1114,RedBlackTree_Insert,500,113833,507,2026-08-18
1115,BST_Search,500,70566,0,2026-08-18
1116,RedBlackTree_Search,500,54966,0,2026-08-18
1117,BST_Insert,1000,147900,507,2026-08-18
1118,RedBlackTree_Insert,1000,168466,507,2026-08-18
1119,BST_Search,1000,154466,0,2026-08-18
1120,RedBlackTree_Search,1000,95200,0,2026-08-18
1121,BST_Insert,5000,949400,512,2026-08-18
1122,RedBlackTree_Insert,5000,1179433,507,2026-08-18
1123,BST_Search,5000,866966,0,2026-08-18
1124,RedBlackTree_Search,5000,1645333,0,2026-08-18
1125,BST_Insert,10000,2649333,507,2026-08-18
1126,RedBlackTree_Insert,10000,3376933,507,2026-08-18
1127,BST_Search,10000,6378000,0,2026-08-18
1128,RedBlackTree_Search,10000,2211800,0,2026-08-18
1129,PriorityQueue_Enqueue,100,65166,495,2026-08-18
1130,PriorityQueue_Dequeue,100,70833,507,2026-08-18
1131,PriorityQueue_Enqueue,500,44100,507,2026-08-18
1132,PriorityQueue_Dequeue,500,121466,507,2026-08-18
1133,PriorityQueue_Enqueue,1000,61466,507,2026-08-18
1134,PriorityQueue_Dequeue,1000,245700,507,2026-08-18
1135,PriorityQueue_Enqueue,5000,221066,507,2026-08-18
1136,PriorityQueue_Dequeue,5000,1568466,507,2026-08-18
1137,PriorityQueue_Enqueue,10000,371333,507,2026-08-18
1138,PriorityQueue_Dequeue,10000,3563666,507,2026-08-18
1139,PriorityQueue_Enqueue,20000,1122133,1015,2026-08-18
1140,PriorityQueue_Dequeue,20000,9782633,1015,2026-08-18
1141,BFS_Traversal,117,186000,508,2026-08-18
1142,DFS_Traversal,117,249600,508,2026-08-18
1143,Dijkstra_SingleSource,117,165466,508,2026-08-18
1144,Prim_MST,117,546566,508,2026-08-18
1145,Kruskal_MST,117,212866,508,2026-08-18
1146,BFS_Connected,58,217466,508,2026-08-18
1147,DFS_CycleDetect,58,87733,508,2026-08-18
1148,MergeSort,100,42833,508,2026-08-18
1149,QuickSort,100,50233,508,2026-08-18
1150,InsertionSort,100,33733,508,2026-08-18
1151,SelectionSort,100,56633,508,2026-08-18
1152,MergeSort,500,146500,514,2026-08-18
1153,QuickSort,500,84233,509,2026-08-18
1154,InsertionSort,500,90500,509,2026-08-18
1155,SelectionSort,500,221866,509,2026-08-18
1156,MergeSort,1000,223400,511,2026-08-18
1157,QuickSort,1000,116266,511,2026-08-18
1158,InsertionSort,1000,248000,511,2026-08-18
1159,SelectionSort,1000,1076633,511,2026-08-18
1160,MergeSort,5000,1170133,527,2026-08-18
1161,QuickSort,5000,665900,527,2026-08-18
1162,InsertionSort,5000,8031033,527,2026-08-18
1163,SelectionSort,5000,18886966,527,2026-08-18
1164,MergeSort,10000,2610000,1055,2026-08-18
1165,QuickSort,10000,1883833,546,2026-08-18
1166,InsertionSort,10000,24206400,546,2026-08-18
1167,SelectionSort,10000,91229100,546,2026-08-18
1168,LinearSearch,100,12666,0,2026-08-18
1169,BinarySearch,100,9166,0,2026-08-18
1170,LinearSearch,500,22866,0,2026-08-18
1171,BinarySearch,500,32200,0,2026-08-18
1172,LinearSearch,1000,43933,0,2026-08-18
1173,BinarySearch,1000,18466,0,2026-08-18
1174,LinearSearch,5000,17200,0,2026-08-18
1175,BinarySearch,5000,12400,0,2026-08-18
1176,LinearSearch,10000,25900,0,2026-08-18
1177,BinarySearch,10000,15266,0,2026-08-18
1178,HashTable_Insert,100,34733,507,2026-08-18
1179,HashTable_Search,100,15466,0,2026-08-18
1180,HashTable_Insert,500,50566,507,2026-08-18
1181,HashTable_Search,500,23233,0,2026-08-18
1182,HashTable_Insert,1000,87966,507,2026-08-18
1183,HashTable_Search,1000,28633,0,2026-08-18
1184,HashTable_Insert,5000,536100,507,2026-08-18
1185,HashTable_Search,5000,97400,0,2026-08-18
1186,HashTable_Insert,10000,1360733,1093,2026-08-18
1187,HashTable_Search,10000,209000,0,2026-08-18
1188,HashTable_Insert,20000,1970666,1800,2026-08-18
1189,HashTable_Search,20000,622933,0,2026-08-18
1190,BST_Insert,100,41000,495,2026-08-18
1191,RedBlackTree_Insert,100,59466,507,2026-08-18
1192,BST_Search,100,28033,0,2026-08-18
1193,RedBlackTree_Search,100,21133,0,2026-08-18
1194,BST_Insert,500,90833,507,2026-08-18
1195,RedBlackTree_Insert,500,103333,507,2026-08-18
1196,BST_Search,500,89633,0,2026-08-18
1197,RedBlackTree_Search,500,64400,0,2026-08-18
1198,BST_Insert,1000,188566,507,2026-08-18
1199,RedBlackTree_Insert,1000,177233,507,2026-08-18
1200,BST_Search,1000,253500,0,2026-08-18
1201,RedBlackTree_Search,1000,111433,0,2026-08-18
1202,BST_Insert,5000,1224500,507,2026-08-18
1203,RedBlackTree_Insert,5000,1295866,507,2026-08-18
1204,BST_Search,5000,1334866,0,2026-08-18
1205,RedBlackTree_Search,5000,838033,0,2026-08-18
1206,BST_Insert,10000,4086433,512,2026-08-18
1207,RedBlackTree_Insert,10000,2802666,507,2026-08-18
1208,BST_Search,10000,3033333,0,2026-08-18
1209,RedBlackTree_Search,10000,1911300,0,2026-08-18
1210,PriorityQueue_Enqueue,100,32133,495,2026-08-18
1211,PriorityQueue_Dequeue,100,48133,507,2026-08-18
1212,PriorityQueue_Enqueue,500,61433,507,2026-08-18
1213,PriorityQueue_Dequeue,500,118166,507,2026-08-18
1214,PriorityQueue_Enqueue,1000,81900,507,2026-08-18
1215,PriorityQueue_Dequeue,1000,254833,507,2026-08-18
1216,PriorityQueue_Enqueue,5000,215766,507,2026-08-18
1217,PriorityQueue_Dequeue,5000,1467700,507,2026-08-18
1218,PriorityQueue_Enqueue,10000,554800,507,2026-08-18
1219,PriorityQueue_Dequeue,10000,4450966,507,2026-08-18
1220,PriorityQueue_Enqueue,20000,1023600,1015,2026-08-18
1221,PriorityQueue_Dequeue,20000,9235966,1015,2026-08-18
1222,BFS_Traversal,117,205133,508,2026-08-18
1223,DFS_Traversal,117,297833,508,2026-08-18
1224,Dijkstra_SingleSource,117,105433,508,2026-08-18
1225,Prim_MST,117,242166,508,2026-08-18
1226,Kruskal_MST,117,230000,508,2026-08-18
1227,BFS_Connected,58,173600,508,2026-08-18
1228,DFS_CycleDetect,58,62266,508,2026-08-18
1229,MergeSort,100,70933,508,2026-08-18
1230,QuickSort,100,30466,484,2026-08-18
1231,InsertionSort,100,39600,471,2026-08-18
1232,SelectionSort,100,34133,471,2026-08-18
1233,MergeSort,500,91900,473,2026-08-18
1234,QuickSort,500,48833,473,2026-08-18
1235,InsertionSort,500,69733,473,2026-08-18
1236,SelectionSort,500,174600,473,2026-08-18
1237,MergeSort,1000,243133,475,2026-08-18
1238,QuickSort,1000,116500,475,2026-08-18
1239,InsertionSort,1000,174266,475,2026-08-18
1240,SelectionSort,1000,626066,475,2026-08-18
1241,MergeSort,5000,1104533,491,2026-08-18
1242,QuickSort,5000,542633,491,2026-08-18
1243,InsertionSort,5000,4593400,491,2026-08-18
1244,SelectionSort,5000,14690466,491,2026-08-18
1245,MergeSort,10000,1950766,982,2026-08-18
1246,QuickSort,10000,1030833,510,2026-08-18
1247,InsertionSort,10000,22732800,510,2026-08-18
1248,SelectionSort,10000,88519066,510,2026-08-18
1249,LinearSearch,100,14466,0,2026-08-18
1250,BinarySearch,100,10033,0,2026-08-18
1251,LinearSearch,500,10333,0,2026-08-18
1252,BinarySearch,500,31966,0,2026-08-18
1253,LinearSearch,1000,16800,0,2026-08-18
1254,BinarySearch,1000,9533,4,2026-08-18
1255,LinearSearch,5000,14533,0,2026-08-18
1256,BinarySearch,5000,12700,0,2026-08-18
1257,LinearSearch,10000,26433,0,2026-08-18
1258,BinarySearch,10000,37466,0,2026-08-18
1259,HashTable_Insert,100,45733,507,2026-08-18
1260,HashTable_Search,100,16266,0,2026-08-18
1261,HashTable_Insert,500,97800,507,2026-08-18
1262,HashTable_Search,500,22166,0,2026-08-18
1263,HashTable_Insert,1000,113066,507,2026-08-18
1264,HashTable_Search,1000,507733,507,2026-08-18
1265,HashTable_Insert,5000,320200,507,2026-08-18
1266,HashTable_Search,5000,175700,338,2026-08-18
1267,HashTable_Insert,10000,492866,1093,2026-08-18
1268,HashTable_Search,10000,129300,0,2026-08-18
1269,HashTable_Insert,20000,720933,1800,2026-08-18
1270,HashTable_Search,20000,541733,0,2026-08-18
1271,BST_Insert,100,32233,495,2026-08-18
1272,RedBlackTree_Insert,100,37333,507,2026-08-18
1273,BST_Search,100,15633,0,2026-08-18
1274,RedBlackTree_Search,100,10800,0,2026-08-18
1275,BST_Insert,500,73366,507,2026-08-18
1276,RedBlackTree_Insert,500,95700,507,2026-08-18
1277,BST_Search,500,58800,0,2026-08-18
1278,RedBlackTree_Search,500,43533,0,2026-08-18
1279,BST_Insert,1000,171300,507,2026-08-18
1280,RedBlackTree_Insert,1000,125566,507,2026-08-18
1281,BST_Search,1000,118900,0,2026-08-18
1282,RedBlackTree_Search,1000,79900,0,2026-08-18
1283,BST_Insert,5000,904533,507,2026-08-18
1284,RedBlackTree_Insert,5000,823100,507,2026-08-18
1285,BST_Search,5000,886666,0,2026-08-18
1286,RedBlackTree_Search,5000,548166,0,2026-08-18
1287,BST_Insert,10000,1940333,507,2026-08-18
1288,RedBlackTree_Insert,10000,3466200,507,2026-08-18
1289,BST_Search,10000,3093133,0,2026-08-18
1290,RedBlackTree_Search,10000,2676300,0,2026-08-18
1291,PriorityQueue_Enqueue,100,32666,495,2026-08-18
1292,PriorityQueue_Dequeue,100,39266,507,2026-08-18
1293,PriorityQueue_Enqueue,500,66900,507,2026-08-18
1294,PriorityQueue_Dequeue,500,145333,507,2026-08-18
1295,PriorityQueue_Enqueue,1000,82300,507,2026-08-18
1296,PriorityQueue_Dequeue,1000,211566,507,2026-08-18
1297,PriorityQueue_Enqueue,5000,170233,507,2026-08-18
1298,PriorityQueue_Dequeue,5000,1227900,507,2026-08-18
1299,PriorityQueue_Enqueue,10000,493100,507,2026-08-18
1300,PriorityQueue_Dequeue,10000,2804733,507,2026-08-18
1301,PriorityQueue_Enqueue,20000,717933,1015,2026-08-18
1302,PriorityQueue_Dequeue,20000,6806233,1015,2026-08-18
1303,BFS_Traversal,117,158166,508,2026-08-18
1304,DFS_Traversal,117,241766,508,2026-08-18
1305,Dijkstra_SingleSource,117,76533,508,2026-08-18
1306,Prim_MST,117,154833,508,2026-08-18
1307,Kruskal_MST,117,149800,508,2026-08-18
1308,BFS_Connected,58,161700,508,2026-08-18
1309,DFS_CycleDetect,58,62433,508,2026-08-18
1310,MergeSort,100,72766,508,2026-08-18
1311,QuickSort,100,138833,508,2026-08-18
1312,InsertionSort,100,29033,508,2026-08-18
1313,SelectionSort,100,144133,508,2026-08-18
1314,MergeSort,500,93733,509,2026-08-18
1315,QuickSort,500,61833,509,2026-08-18
1316,InsertionSort,500,64366,509,2026-08-18
1317,SelectionSort,500,146800,509,2026-08-18
1318,MergeSort,1000,229000,511,2026-08-18
1319,QuickSort,1000,134933,511,2026-08-18
1320,InsertionSort,1000,168400,511,2026-08-18
1321,SelectionSort,1000,2400333,511,2026-08-18
1322,MergeSort,5000,798533,527,2026-08-18
1323,QuickSort,5000,424266,527,2026-08-18
1324,InsertionSort,5000,10851800,527,2026-08-18
1325,SelectionSort,5000,20006766,527,2026-08-18
1326,MergeSort,10000,1560200,1055,2026-08-18
1327,QuickSort,10000,1101066,546,2026-08-18
1328,InsertionSort,10000,25384366,546,2026-08-18
1329,SelectionSort,10000,91265766,546,2026-08-18
1330,LinearSearch,100,10933,0,2026-08-18
1331,BinarySearch,100,10066,0,2026-08-18
1332,LinearSearch,500,14233,0,2026-08-18
1333,BinarySearch,500,23900,0,2026-08-18
1334,LinearSearch,1000,25433,0,2026-08-18
1335,BinarySearch,1000,20600,0,2026-08-18
1336,LinearSearch,5000,17333,0,2026-08-18
1337,BinarySearch,5000,15000,0,2026-08-18
1338,LinearSearch,10000,18733,0,2026-08-18
1339,BinarySearch,10000,16200,0,2026-08-18
1340,HashTable_Insert,100,33666,507,2026-08-18
1341,HashTable_Search,100,11133,0,2026-08-18
1342,HashTable_Insert,500,69666,507,2026-08-18
1343,HashTable_Search,500,19000,0,2026-08-18
1344,HashTable_Insert,1000,92966,507,2026-08-18
1345,HashTable_Search,1000,33733,0,2026-08-18
1346,HashTable_Insert,5000,265166,507,2026-08-18
1347,HashTable_Search,5000,122166,0,2026-08-18
1348,HashTable_Insert,10000,676500,1093,2026-08-18
1349,HashTable_Search,10000,448866,0,2026-08-18
1350,HashTable_Insert,20000,1476033,1800,2026-08-18
1351,HashTable_Search,20000,470133,0,2026-08-18
1352,BST_Insert,100,49000,495,2026-08-18
1353,RedBlackTree_Insert,100,55566,507,2026-08-18
1354,BST_Search,100,23933,0,2026-08-18
1355,RedBlackTree_Search,100,25466,0,2026-08-18
1356,BST_Insert,500,266566,507,2026-08-18
1357,RedBlackTree_Insert,500,115200,507,2026-08-18
1358,BST_Search,500,82233,0,2026-08-18
1359,RedBlackTree_Search,500,54266,0,2026-08-18
1360,BST_Insert,1000,189200,507,2026-08-18
1361,RedBlackTree_Insert,1000,205666,507,2026-08-18
1362,BST_Search,1000,185600,0,2026-08-18
1363,RedBlackTree_Search,1000,120366,0,2026-08-18
1364,BST_Insert,5000,1370333,507,2026-08-18
1365,RedBlackTree_Insert,5000,1252466,507,2026-08-18
1366,BST_Search,5000,1452033,0,2026-08-18
1367,RedBlackTree_Search,5000,715333,0,2026-08-18
1368,BST_Insert,10000,3666633,507,2026-08-18
1369,RedBlackTree_Insert,10000,3111533,507,2026-08-18
1370,BST_Search,10000,3412433,0,2026-08-18
1371,RedBlackTree_Search,10000,2701533,0,2026-08-18
1372,PriorityQueue_Enqueue,100,33166,495,2026-08-18
1373,PriorityQueue_Dequeue,100,47400,507,2026-08-18
1374,PriorityQueue_Enqueue,500,56233,507,2026-08-18
1375,PriorityQueue_Dequeue,500,134666,507,2026-08-18
1376,PriorityQueue_Enqueue,1000,78233,507,2026-08-18
1377,PriorityQueue_Dequeue,1000,301300,507,2026-08-18
1378,PriorityQueue_Enqueue,5000,277133,507,2026-08-18
1379,PriorityQueue_Dequeue,5000,1925200,507,2026-08-18
1380,PriorityQueue_Enqueue,10000,537500,507,2026-08-18
1381,PriorityQueue_Dequeue,10000,4909333,507,2026-08-18
1382,PriorityQueue_Enqueue,20000,980600,1015,2026-08-18
1383,PriorityQueue_Dequeue,20000,11553633,1015,2026-08-18
1384,BFS_Traversal,117,257900,508,2026-08-18
1385,DFS_Traversal,117,285400,508,2026-08-18
1386,Dijkstra_SingleSource,117,128333,508,2026-08-18
1387,Prim_MST,117,394566,508,2026-08-18
1388,Kruskal_MST,117,201300,508,2026-08-18
1389,BFS_Connected,58,210133,508,2026-08-18
1390,DFS_CycleDetect,58,96000,508,2026-08-18
1391,MergeSort,100,55033,484,2026-08-18
1392,QuickSort,100,51333,471,2026-08-18
1393,InsertionSort,100,34000,471,2026-08-18
1394,SelectionSort,100,47466,471,2026-08-18
1395,MergeSort,500,186866,473,2026-08-18
1396,QuickSort,500,92000,473,2026-08-18
1397,InsertionSort,500,76533,473,2026-08-18
1398,SelectionSort,500,242600,473,2026-08-18
1399,MergeSort,1000,316500,475,2026-08-18
1400,QuickSort,1000,111566,475,2026-08-18
1401,InsertionSort,1000,298133,475,2026-08-18
1402,SelectionSort,1000,1029266,475,2026-08-18
1403,MergeSort,5000,845066,491,2026-08-18
1404,QuickSort,5000,464266,491,2026-08-18
1405,InsertionSort,5000,5367433,491,2026-08-18
1406,SelectionSort,5000,29206933,491,2026-08-18
1407,MergeSort,10000,1943033,982,2026-08-18
1408,QuickSort,10000,1459000,514,2026-08-18
1409,InsertionSort,10000,20808700,510,2026-08-18
1410,SelectionSort,10000,75424333,510,2026-08-18
1411,LinearSearch,100,9700,0,2026-08-18
1412,BinarySearch,100,10766,0,2026-08-18
1413,LinearSearch,500,15666,0,2026-08-18
1414,BinarySearch,500,21900,0,2026-08-18
1415,LinearSearch,1000,11700,0,2026-08-18
1416,BinarySearch,1000,11900,0,2026-08-18
1417,LinearSearch,5000,12833,0,2026-08-18
1418,BinarySearch,5000,13633,0,2026-08-18
1419,LinearSearch,10000,40866,0,2026-08-18
1420,BinarySearch,10000,12100,0,2026-08-18
1421,HashTable_Insert,100,69500,471,2026-08-18
1422,HashTable_Search,100,17500,0,2026-08-18
1423,HashTable_Insert,500,92533,471,2026-08-18
1424,HashTable_Search,500,13700,0,2026-08-18
1425,HashTable_Insert,1000,74266,471,2026-08-18
1426,HashTable_Search,1000,21900,0,2026-08-18
1427,HashTable_Insert,5000,343966,471,2026-08-18
1428,HashTable_Search,5000,140966,0,2026-08-18
1429,HashTable_Insert,10000,876533,1021,2026-08-18
1430,HashTable_Search,10000,364033,0,2026-08-18
1431,HashTable_Insert,20000,2800800,2042,2026-08-18
1432,HashTable_Search,20000,718266,0,2026-08-18
1433,BST_Insert,100,246133,471,2026-08-18
1434,RedBlackTree_Insert,100,240433,471,2026-08-18
1435,BST_Search,100,1153266,0,2026-08-18
1436,RedBlackTree_Search,100,120533,0,2026-08-18
1437,BST_Insert,500,245600,471,2026-08-18
1438,RedBlackTree_Insert,500,739600,471,2026-08-18
1439,BST_Search,500,180766,0,2026-08-18
1440,RedBlackTree_Search,500,566033,0,2026-08-18
1441,BST_Insert,1000,308833,471,2026-08-18
1442,RedBlackTree_Insert,1000,503733,471,2026-08-18
1443,BST_Search,1000,249366,0,2026-08-18
1444,RedBlackTree_Search,1000,373600,0,2026-08-18
1445,BST_Insert,5000,1167900,471,2026-08-18
1446,RedBlackTree_Insert,5000,1159766,471,2026-08-18
1447,BST_Search,5000,1499133,0,2026-08-18
1448,RedBlackTree_Search,5000,1530000,0,2026-08-18
1449,BST_Insert,10000,3285800,471,2026-08-18
1450,RedBlackTree_Insert,10000,3813066,471,2026-08-18
1451,BST_Search,10000,7093233,0,2026-08-18
1452,RedBlackTree_Search,10000,4256166,0,2026-08-18
1453,PriorityQueue_Enqueue,100,225666,471,2026-08-18
1454,PriorityQueue_Dequeue,100,1308466,471,2026-08-18
1455,PriorityQueue_Enqueue,500,380233,471,2026-08-18
1456,PriorityQueue_Dequeue,500,1889500,471,2026-08-18
1457,PriorityQueue_Enqueue,1000,1131166,471,2026-08-18
1458,PriorityQueue_Dequeue,1000,5015133,475,2026-08-18
1459,PriorityQueue_Enqueue,5000,1367500,471,2026-08-18
1460,PriorityQueue_Dequeue,5000,12704233,471,2026-08-18
1461,PriorityQueue_Enqueue,10000,902200,471,2026-08-18
1462,PriorityQueue_Dequeue,10000,9380733,471,2026-08-18
1463,PriorityQueue_Enqueue,20000,1006200,943,2026-08-18
1464,PriorityQueue_Dequeue,20000,13961766,943,2026-08-18
1465,BFS_Traversal,117,523466,471,2026-08-18
1466,DFS_Traversal,117,2973233,471,2026-08-18
1467,Dijkstra_SingleSource,117,1543566,472,2026-08-18
1468,Prim_MST,117,652833,471,2026-08-18
1469,Kruskal_MST,117,897900,472,2026-08-18
1470,BFS_Connected,58,425366,471,2026-08-18
1471,DFS_CycleDetect,58,1028666,471,2026-08-18
1472,MergeSort,100,112500,542,2026-08-18
1473,QuickSort,100,111933,542,2026-08-18
1474,InsertionSort,100,99600,532,2026-08-18
1475,SelectionSort,100,177733,529,2026-08-18
1476,MergeSort,500,97100,531,2026-08-18
1477,QuickSort,500,70033,531,2026-08-18
1478,InsertionSort,500,251266,531,2026-08-18
1479,SelectionSort,500,287766,531,2026-08-18
1480,MergeSort,1000,223866,533,2026-08-18
1481,QuickSort,1000,145266,533,2026-08-18
1482,InsertionSort,1000,676633,533,2026-08-18
1483,SelectionSort,1000,726400,533,2026-08-18
1484,MergeSort,5000,851366,548,2026-08-18
1485,QuickSort,5000,698466,548,2026-08-18
1486,InsertionSort,5000,6496833,548,2026-08-18
1487,SelectionSort,5000,18597000,548,2026-08-18
1488,MergeSort,10000,2519933,1097,2026-08-18
1489,QuickSort,10000,1902966,568,2026-08-18
1490,InsertionSort,10000,23450800,568,2026-08-18
1491,SelectionSort,10000,57132766,568,2026-08-18
1492,LinearSearch,100,20033,0,2026-08-18
1493,BinarySearch,100,67766,0,2026-08-18
1494,LinearSearch,500,10333,0,2026-08-18
1495,BinarySearch,500,21333,0,2026-08-18
1496,LinearSearch,1000,13233,0,2026-08-18
1497,BinarySearch,1000,18100,0,2026-08-18
1498,LinearSearch,5000,281466,0,2026-08-18
1499,BinarySearch,5000,17400,0,2026-08-18
1500,LinearSearch,10000,133533,0,2026-08-18
1501,BinarySearch,10000,39766,0,2026-08-18
1502,HashTable_Insert,100,366400,529,2026-08-18
1503,HashTable_Search,100,154166,0,2026-08-18
1504,HashTable_Insert,500,266333,529,2026-08-18
1505,HashTable_Search,500,95766,529,2026-08-18
1506,HashTable_Insert,1000,244633,529,2026-08-18
1507,HashTable_Search,1000,152733,352,2026-08-18
1508,HashTable_Insert,5000,431733,529,2026-08-18
1509,HashTable_Search,5000,75433,0,2026-08-18
1510,HashTable_Insert,10000,539033,1058,2026-08-18
1511,HashTable_Search,10000,186866,0,2026-08-18
1512,HashTable_Insert,20000,2608933,1587,2026-08-18
1513,HashTable_Search,20000,277233,0,2026-08-18
1514,BST_Insert,100,181600,516,2026-08-18
1515,RedBlackTree_Insert,100,282966,529,2026-08-18
1516,BST_Search,100,262766,0,2026-08-18
1517,RedBlackTree_Search,100,92566,0,2026-08-18
1518,BST_Insert,500,178366,529,2026-08-18
1519,RedBlackTree_Insert,500,831066,529,2026-08-18
1520,BST_Search,500,202800,0,2026-08-18
1521,RedBlackTree_Search,500,339066,0,2026-08-18
1522,BST_Insert,1000,333400,529,2026-08-18
1523,RedBlackTree_Insert,1000,310566,529,2026-08-18
1524,BST_Search,1000,297366,0,2026-08-18
1525,RedBlackTree_Search,1000,441533,0,2026-08-18
1526,BST_Insert,5000,1596700,529,2026-08-18
1527,RedBlackTree_Insert,5000,1690233,529,2026-08-18
1528,BST_Search,5000,2443633,0,2026-08-18
1529,RedBlackTree_Search,5000,1553233,0,2026-08-18
1530,BST_Insert,10000,7090333,531,2026-08-18
1531,RedBlackTree_Insert,10000,3781400,529,2026-08-18
1532,BST_Search,10000,4972333,0,2026-08-18
1533,RedBlackTree_Search,10000,4794200,0,2026-08-18
1534,PriorityQueue_Enqueue,100,224266,529,2026-08-18
1535,PriorityQueue_Dequeue,100,417166,529,2026-08-18
1536,PriorityQueue_Enqueue,500,1043933,529,2026-08-18
1537,PriorityQueue_Dequeue,500,1889500,529,2026-08-18
1538,PriorityQueue_Enqueue,1000,1137600,529,2026-08-18
1539,PriorityQueue_Dequeue,1000,2482933,529,2026-08-18
1540,PriorityQueue_Enqueue,5000,2781900,529,2026-08-18
1541,PriorityQueue_Dequeue,5000,23593833,529,2026-08-18
1542,PriorityQueue_Enqueue,10000,1444600,529,2026-08-18
1543,PriorityQueue_Dequeue,10000,15787866,529,2026-08-18
1544,PriorityQueue_Enqueue,20000,1397733,1058,2026-08-18
1545,PriorityQueue_Dequeue,20000,9606733,1058,2026-08-18
1546,BFS_Traversal,117,892100,529,2026-08-18
1547,DFS_Traversal,117,1068033,529,2026-08-18
1548,Dijkstra_SingleSource,117,492300,529,2026-08-18
1549,Prim_MST,117,375900,529,2026-08-18
1550,Kruskal_MST,117,879500,530,2026-08-18
1551,BFS_Connected,58,527433,529,2026-08-18
1552,DFS_CycleDetect,58,122833,529,2026-08-18
1553,MergeSort,100,343566,554,2026-08-18
1554,QuickSort,100,163566,567,2026-08-18
1555,InsertionSort,100,30166,567,2026-08-18
1556,SelectionSort,100,101233,567,2026-08-18
1557,MergeSort,500,145400,568,2026-08-18
1558,QuickSort,500,79700,568,2026-08-18
1559,InsertionSort,500,78133,568,2026-08-18
1560,SelectionSort,500,242833,568,2026-08-18
1561,MergeSort,1000,235900,570,2026-08-18
1562,QuickSort,1000,197700,570,2026-08-18
1563,InsertionSort,1000,241900,570,2026-08-18
1564,SelectionSort,1000,945266,570,2026-08-18
1565,MergeSort,5000,1655533,586,2026-08-18
1566,QuickSort,5000,747666,586,2026-08-18
1567,InsertionSort,5000,7567800,586,2026-08-18
1568,SelectionSort,5000,16298366,586,2026-08-18
1569,MergeSort,10000,2282433,1173,2026-08-18
1570,QuickSort,10000,1558233,605,2026-08-18
1571,InsertionSort,10000,21873733,605,2026-08-18
1572,SelectionSort,10000,69711966,605,2026-08-18
1573,LinearSearch,100,16300,0,2026-08-18
1574,BinarySearch,100,74166,0,2026-08-18
1575,LinearSearch,500,11166,0,2026-08-18
1576,BinarySearch,500,8800,0,2026-08-18
1577,LinearSearch,1000,10966,0,2026-08-18
1578,BinarySearch,1000,9866,0,2026-08-18
1579,LinearSearch,5000,10933,0,2026-08-18
1580,BinarySearch,5000,11866,0,2026-08-18
1581,LinearSearch,10000,15033,0,2026-08-18
1582,BinarySearch,10000,9333,0,2026-08-18
1583,HashTable_Insert,100,38400,566,2026-08-18
1584,HashTable_Search,100,14133,0,2026-08-18
1585,HashTable_Insert,500,118133,566,2026-08-18
1586,HashTable_Search,500,18866,0,2026-08-18
1587,HashTable_Insert,1000,71533,566,2026-08-18
1588,HashTable_Search,1000,22900,0,2026-08-18
1589,HashTable_Insert,5000,1219566,566,2026-08-18
1590,HashTable_Search,5000,85266,0,2026-08-18
1591,HashTable_Insert,10000,573200,1108,2026-08-18
1592,HashTable_Search,10000,136766,0,2026-08-18
1593,HashTable_Insert,20000,1382466,1663,2026-08-18
1594,HashTable_Search,20000,343000,0,2026-08-18
